0,0,0,1,20,F,Possession of Cannabis,Less than 25,Male,White,No
0,0,0,0,35,F,Possession of Cocaine,25 - 45,Female,Black,Yes
0,0,0,4,26,F,"Poss3,4 Methylenedioxymethcath",25 - 45,Male,Black,Yes
0,0,0,10,57,F,Possession of Cocaine,Greater than 45,Male,Other,Yes
0,0,0,0,22,F,Grand Theft (Motor Vehicle),Less than 25,Male,Other,Yes
0,0,0,0,33,M,Battery,25 - 45,Female,White,No
0,0,0,0,53,M,Battery,Greater than 45,Male,White,No
0,0,0,1,22,F,Burglary Structure Unoccup,Less than 25,Male,Other,No
0,0,0,2,31,F,Grand Theft (Motor Vehicle),25 - 45,Female,White,No
0,0,0,0,57,F,Aggravated Battery / Pregnant,Greater than 45,Male,Other,No
0,0,0,0,20,F,Burglary Unoccupied Dwelling,Less than 25,Male,Black,Yes
0,0,0,1,66,M,arrest case no charge,Greater than 45,Male,White,No
0,0,0,1,26,F,arrest case no charge,25 - 45,Female,Black,No
0,0,0,4,28,F,arrest case no charge,25 - 45,Male,White,Yes
0,3,1,7,23,M,Battery,Less than 25,Female,Other,Yes
0,0,0,0,23,M,Poss Of Controlled Substance,Less than 25,Female,White,No
0,0,0,0,62,M,Assault,Greater than 45,Male,White,No
0,2,1,3,23,M,Fail Register Vehicle,Less than 25,Male,Black,Yes
0,0,0,0,36,M,DUI Level 0.15 Or Minor In Veh,25 - 45,Female,Black,No
0,0,0,3,66,F,Possession of Cocaine,Greater than 45,Male,Black,No
0,0,0,0,58,F,Felony Battery (Dom Strang),Greater than 45,Male,Black,No
0,0,0,2,27,F,Lease For Purpose Trafficking,25 - 45,Male,Black,No
0,0,0,3,33,M,Battery,25 - 45,Male,White,Yes
0,0,0,6,32,F,arrest case no charge,25 - 45,Female,White,Yes
0,0,0,1,48,F,Aggravated Assault W/Dead Weap,Greater than 45,Male,Other,No
0,0,0,11,37,F,Driving While License Revoked,25 - 45,Male,White,Yes
0,0,0,2,26,M,Disorderly Conduct,25 - 45,Male,Black,No
0,0,0,0,40,F,Grand Theft in the 3rd Degree,25 - 45,Male,Other,No
0,0,0,8,51,F,arrest case no charge,Greater than 45,Male,Black,No
0,0,1,0,21,F,Possession Burglary Tools,Less than 25,Male,Black,Yes
0,0,0,4,56,F,Possession Of Alprazolam,Greater than 45,Male,Other,No
0,0,0,7,33,F,Grand Theft in the 3rd Degree,25 - 45,Male,Black,Yes
0,0,0,19,39,M,Battery,25 - 45,Male,Black,Yes
0,0,0,1,39,M,Battery,25 - 45,Female,White,Yes
0,0,0,0,56,F,Poss Cocaine/Intent To Del/Sel,Greater than 45,Male,Other,No
0,0,0,4,68,M,Battery,Greater than 45,Male,White,No
0,0,0,14,49,M,Battery,Greater than 45,Female,Black,Yes
0,0,1,1,23,F,Possession of Cocaine,Less than 25,Male,Black,No
0,0,0,0,49,M,DUI Level 0.15 Or Minor In Veh,Greater than 45,Male,White,No
0,0,0,7,52,F,Resist Officer w/Violence,Greater than 45,Male,White,No
0,0,0,1,66,M,Tresspass Struct/Conveyance,Greater than 45,Female,White,No
0,0,0,0,32,F,Uttering Forged Bills,25 - 45,Female,Black,No
0,0,0,3,50,F,Aggravated Assault W/Dead Weap,Greater than 45,Female,Black,No
0,0,0,1,31,F,Poss Unlaw Issue Driver Licenc,25 - 45,Male,Black,No
0,0,0,1,66,F,arrest case no charge,Greater than 45,Male,White,No
0,0,0,3,43,F,Aggrav Battery w/Deadly Weapon,25 - 45,Male,Other,No
0,0,0,14,30,F,arrest case no charge,25 - 45,Male,Black,Yes
0,0,0,0,25,M,Battery,25 - 45,Male,Black,Yes
0,0,0,10,48,F,Grand Theft in the 3rd Degree,Greater than 45,Male,Black,No
0,0,0,0,21,M,Battery,Less than 25,Male,Other,No
0,0,0,4,29,F,Felony Driving While Lic Suspd,25 - 45,Male,Black,Yes
0,0,0,0,46,M,Battery,Greater than 45,Male,Other,No
0,0,0,1,39,F,Solicit Deliver Cocaine,25 - 45,Male,White,No
0,0,0,3,52,F,False 911 Call,Greater than 45,Female,Black,No
0,0,0,0,70,M,Driving Under The Influence,Greater than 45,Male,Black,No
0,0,0,2,29,F,Resist Officer w/Violence,25 - 45,Male,Black,Yes
0,0,0,4,51,F,Aggravated Assault W/dead Weap,Greater than 45,Male,Black,No
0,0,0,1,27,F,Grand Theft in the 3rd Degree,25 - 45,Male,Other,Yes
0,0,0,3,22,F,arrest case no charge,Less than 25,Male,Black,Yes
0,0,0,0,25,M,DUI Level 0.15 Or Minor In Veh,25 - 45,Male,White,No
0,0,0,1,34,F,Burglary Unoccupied Dwelling,25 - 45,Male,White,No
0,0,0,0,31,M,Battery,25 - 45,Male,Other,No
1,2,2,3,21,F,Criminal Mischief,Less than 25,Male,Black,Yes
0,0,0,0,20,M,Aggravated Assault W/Dead Weap,Less than 25,Female,Other,Yes
0,0,0,0,21,F,"Deliver 3,4 Methylenediox",Less than 25,Male,Black,No
0,0,0,0,58,F,Harass Witness/Victm/Informnt,Greater than 45,Female,Other,No
0,0,0,0,49,F,Offer Agree Secure/Lewd Act,Greater than 45,Male,White,No
0,0,0,15,53,F,Felony Driving While Lic Suspd,Greater than 45,Male,Black,Yes
0,0,0,3,33,F,Possession of Cocaine,25 - 45,Male,Black,Yes
0,0,0,1,31,F,Attempt Burglary (Struct),25 - 45,Male,Black,Yes
0,0,0,9,44,F,Grand Theft in the 3rd Degree,25 - 45,Male,Black,No
0,0,0,1,36,M,arrest case no charge,25 - 45,Male,Black,Yes
0,0,0,0,49,M,Driving Under The Influence,Greater than 45,Male,White,No
0,0,0,14,51,F,arrest case no charge,Greater than 45,Male,Black,No
0,0,0,1,30,M,Battery,25 - 45,Male,Black,No
0,0,0,2,29,M,Driving Under The Influence,25 - 45,Male,Other,No
0,0,0,0,27,F,Burglary With Assault/battery,25 - 45,Female,White,No
0,0,0,5,50,F,arrest case no charge,Greater than 45,Female,Black,No
0,0,0,0,23,F,Possession Burglary Tools,Less than 25,Female,Black,Yes
0,0,1,2,31,F,Burglary Structure Unoccup,25 - 45,Female,White,Yes
0,0,0,0,33,F,Tampering With Physical Evidence,25 - 45,Male,Black,Yes
0,0,0,6,26,F,arrest case no charge,25 - 45,Male,Black,No
0,0,0,0,30,M,DUI Level 0.15 Or Minor In Veh,25 - 45,Male,Black,Yes
0,0,0,4,49,F,Possession of Cocaine,Greater than 45,Male,Black,No
0,0,0,2,56,F,arrest case no charge,Greater than 45,Male,Other,No
0,0,0,0,24,F,Neglect Child / No Bodily Harm,Less than 25,Female,White,No
0,0,0,0,20,F,Burglary Unoccupied Dwelling,Less than 25,Female,Black,Yes
0,0,0,0,29,M,DUI Property Damage/Injury,25 - 45,Male,Black,Yes
0,0,0,0,22,F,Grand Theft (Motor Vehicle),Less than 25,Male,Other,No
0,0,0,5,54,F,Burglary Conveyance Unoccup,Greater than 45,Male,Other,No
0,0,0,2,49,M,Petit Theft,Greater than 45,Male,Other,Yes
0,0,0,1,40,M,Battery,25 - 45,Female,Other,No
0,0,0,1,30,F,arrest case no charge,25 - 45,Male,Black,No
0,0,1,2,24,F,Obtain Control Substance By Fraud,Less than 25,Female,White,No
0,0,0,4,26,M,Battery,25 - 45,Male,White,Yes
3,0,0,6,29,F,arrest case no charge,25 - 45,Male,Black,No
0,0,0,3,21,F,Grand Theft in the 3rd Degree,Less than 25,Male,Black,Yes
0,0,0,1,23,F,Possession of Cocaine,Less than 25,Male,Black,Yes
0,0,0,2,39,M,Opert With Susp DL 2ND Offense,25 - 45,Male,White,No
0,0,0,6,33,F,Pos Cannabis W/Intent Sel/Del,25 - 45,Male,Black,No
0,0,0,0,40,M,DUI Level 0.15 Or Minor In Veh,25 - 45,Female,White,No
0,0,0,2,43,F,arrest case no charge,25 - 45,Male,White,No
0,0,0,0,50,F,Grand Theft in the 3rd Degree,Greater than 45,Male,White,No
0,0,0,1,49,F,Grand Theft in the 3rd Degree,Greater than 45,Male,Black,No
0,0,0,9,32,M,Trespass Other Struct/Conve,25 - 45,Male,White,Yes
0,1,0,3,22,M,Petit Theft $100- $300,Less than 25,Female,Black,No
0,0,0,0,22,F,Burglary Conveyance Unoccup,Less than 25,Male,White,Yes
0,0,0,1,36,M,Battery,25 - 45,Female,Black,No
0,0,0,0,30,F,Felony Battery (Dom Strang),25 - 45,Male,Other,No
0,0,0,3,23,F,Burglary Conveyance Unoccup,Less than 25,Male,Other,Yes
0,0,0,0,23,F,Leaving the Scene of Accident,Less than 25,Male,Black,No
0,0,0,21,40,F,Felony Battery,25 - 45,Male,Black,No
0,0,0,8,28,F,Grand Theft in the 3rd Degree,25 - 45,Male,Black,Yes
0,0,0,1,54,M,Resist Officer w/Violence,Greater than 45,Female,White,No
0,0,0,0,34,M,Battery,25 - 45,Female,Other,No
0,0,0,0,39,M,Battery,25 - 45,Male,Other,Yes
0,0,0,0,40,M,Driving Under The Influence,25 - 45,Male,Other,No
0,0,0,3,24,F,Grand Theft in the 3rd Degree,Less than 25,Female,Black,No
0,0,0,1,21,F,Possession Burglary Tools,Less than 25,Male,White,No
0,0,0,2,25,F,Possession of Cocaine,25 - 45,Male,White,Yes
0,0,0,19,57,F,Felony Driving While Lic Suspd,Greater than 45,Male,Black,No
0,0,0,4,33,M,Driving Under The Influence,25 - 45,Male,White,No
0,0,0,3,38,F,Felony Battery w/Prior Convict,25 - 45,Male,Black,No
0,0,0,4,33,F,Burglary Dwelling Assault/Batt,25 - 45,Male,White,No
0,0,0,0,23,F,Grand Theft (Motor Vehicle),Less than 25,Male,Black,No
1,0,0,4,23,F,arrest case no charge,Less than 25,Male,Black,No
0,0,0,5,33,F,Use of Anti-Shoplifting Device,25 - 45,Female,Other,Yes
0,0,0,1,28,F,Possession of Codeine,25 - 45,Male,Black,No
0,0,0,1,44,M,Aggrav Child Abuse-Agg Battery,25 - 45,Female,Black,No
0,0,0,6,39,F,arrest case no charge,25 - 45,Male,White,No
0,0,0,0,58,F,Possession Of Heroin,Greater than 45,Male,Other,No
1,0,0,6,38,F,arrest case no charge,25 - 45,Male,Black,No
0,0,0,17,38,F,Felony Petit Theft,25 - 45,Male,White,No
0,0,0,0,51,F,Possession of Cannabis,Greater than 45,Male,White,No
0,0,0,0,44,F,Unauthorized Interf w/Railroad,25 - 45,Male,White,Yes
0,0,0,6,54,F,Possession of Cocaine,Greater than 45,Male,Black,Yes
0,0,0,2,35,F,Burglary Structure Unoccup,25 - 45,Male,Black,No
0,0,0,0,44,F,False Imprisonment,25 - 45,Male,Other,No
0,0,0,0,35,F,Felony Battery (Dom Strang),25 - 45,Male,Black,No
0,0,0,0,31,F,Pos Cannabis W/Intent Sel/Del,25 - 45,Male,Other,No
0,0,0,0,60,M,Petit Theft $100- $300,Greater than 45,Male,White,Yes
0,0,0,0,21,F,Grand Theft in the 3rd Degree,Less than 25,Female,Black,No
0,0,0,0,33,F,arrest case no charge,25 - 45,Male,Other,No
0,0,0,7,31,M,Exposes Culpable Negligence,25 - 45,Male,Black,No
0,0,0,4,32,M,Battery,25 - 45,Male,White,Yes
0,0,0,0,31,M,Operating W/O Valid License,25 - 45,Male,Other,No
0,0,2,3,23,F,Grand Theft (Motor Vehicle),Less than 25,Male,Black,Yes
0,0,0,0,69,M,DUI - Enhanced,Greater than 45,Female,Other,No
0,0,0,5,34,M,Battery,25 - 45,Male,White,No
0,0,0,0,35,F,Grand Theft (Motor Vehicle),25 - 45,Male,Other,No
0,0,0,0,33,M,Susp Drivers Lic 1st Offense,25 - 45,Female,White,No
0,0,0,8,44,M,Battery,25 - 45,Male,Black,Yes
0,0,0,0,21,F,Resist Officer w/Violence,Less than 25,Male,Black,Yes
0,0,0,2,35,F,Child Abuse,25 - 45,Male,White,No
0,0,0,3,37,F,Possession of Cocaine,25 - 45,Male,White,No
0,0,0,1,30,M,arrest case no charge,25 - 45,Male,White,Yes
0,0,0,0,37,M,Battery,25 - 45,Female,White,No
0,0,0,0,24,F,Poss Unlaw Issue Driver Licenc,Less than 25,Male,Black,No
0,0,0,2,46,M,Battery,Greater than 45,Male,Black,No
0,0,0,0,20,F,Grand Theft in the 3rd Degree,Less than 25,Female,White,Yes
0,0,0,0,21,F,Possession Of Alprazolam,Less than 25,Female,Black,No
0,0,2,1,21,F,Obstruct Officer W/Violence,Less than 25,Male,Black,Yes
0,0,0,2,37,F,Leaving the Scene of Accident,25 - 45,Male,White,No
0,0,0,4,35,F,Aggravated Assault W/Dead Weap,25 - 45,Female,Black,No
0,0,0,0,29,F,Robbery / No Weapon,25 - 45,Female,Black,No
0,1,0,9,34,F,arrest case no charge,25 - 45,Male,Black,No
0,0,0,0,28,F,"Poss3,4 Methylenedioxymethcath",25 - 45,Male,Other,No
0,0,0,3,30,M,Battery,25 - 45,Male,Black,No
0,0,0,0,20,F,Burglary Structure Unoccup,Less than 25,Male,Black,Yes
0,0,0,13,27,F,arrest case no charge,25 - 45,Male,Black,Yes
0,0,0,0,20,F,Burglary Dwelling Occupied,Less than 25,Male,Black,No
0,0,0,0,36,M,Driving Under The Influence,25 - 45,Male,White,No
0,0,0,3,53,M,Battery,Greater than 45,Male,White,Yes
0,0,0,0,39,F,Criminal Mischief,25 - 45,Female,Other,No
0,0,0,1,24,M,Battery,Less than 25,Female,Other,No
0,0,0,0,32,F,Possession of Cocaine,25 - 45,Male,Black,Yes
0,0,0,6,51,M,Viol Injunct Domestic Violence,Greater than 45,Male,White,Yes
0,0,0,19,30,F,Possession of Cocaine,25 - 45,Male,White,Yes
0,0,0,1,25,F,Purchase Of Cocaine,25 - 45,Male,Other,No
0,0,0,5,42,M,arrest case no charge,25 - 45,Female,White,Yes
0,0,0,0,34,F,Driving While License Revoked,25 - 45,Male,Black,No
0,0,0,0,42,M,Battery,25 - 45,Male,White,No
0,0,0,1,27,M,Battery,25 - 45,Female,Black,No
0,0,0,3,31,F,Tamper With Victim,25 - 45,Male,White,Yes
0,0,0,4,43,M,Susp Drivers Lic 1st Offense,25 - 45,Male,White,No
0,0,0,4,24,F,Possession of Cocaine,Less than 25,Female,Black,Yes
0,0,0,4,59,M,Battery,Greater than 45,Male,Black,No
0,0,0,1,28,F,Battery on Law Enforc Officer,25 - 45,Female,Black,No
0,0,0,4,29,M,Viol Injunct Domestic Violence,25 - 45,Male,White,Yes
0,0,0,3,37,F,arrest case no charge,25 - 45,Male,White,No
0,0,0,0,31,M,Battery,25 - 45,Male,Other,No
0,0,0,0,36,M,arrest case no charge,25 - 45,Female,Black,No
0,0,0,1,24,F,arrest case no charge,Less than 25,Male,White,Yes
0,0,0,5,25,F,Deliver Cocaine,25 - 45,Male,Black,No
0,0,0,1,36,M,Battery,25 - 45,Male,White,No
0,0,0,1,40,M,DUI Property Damage/Injury,25 - 45,Male,White,No
0,0,0,0,27,M,Battery,25 - 45,Female,White,No
0,0,1,8,48,F,Possession of Cocaine,Greater than 45,Male,Black,Yes
0,0,1,2,27,M,Possess Cannabis/20 Grams Or Less,25 - 45,Male,Black,Yes
0,0,0,1,58,F,Possession of Cocaine,Greater than 45,Male,White,No
0,0,1,0,20,F,Pos Cannabis W/Intent Sel/Del,Less than 25,Male,Black,Yes
0,0,0,1,25,F,Possession of Cocaine,25 - 45,Male,Black,No
0,0,0,1,34,M,Battery,25 - 45,Female,White,No
0,0,0,3,30,F,Burglary Unoccupied Dwelling,25 - 45,Male,White,No
0,0,0,0,23,M,Battery,Less than 25,Male,Black,No
0,0,0,1,23,M,Possess Cannabis/20 Grams Or Less,Less than 25,Male,Black,Yes
0,0,0,3,54,F,arrest case no charge,Greater than 45,Male,Black,Yes
0,0,0,1,20,F,Burglary Unoccupied Dwelling,Less than 25,Male,Black,Yes
0,0,0,14,37,F,Driving While License Revoked,25 - 45,Male,Black,No
0,0,0,0,35,M,Battery,25 - 45,Female,Black,No
0,1,2,4,22,M,Battery,Less than 25,Male,White,Yes
0,0,0,1,56,F,Resist Officer w/Violence,Greater than 45,Female,White,No
0,0,0,0,56,M,Driving Under The Influence,Greater than 45,Male,White,Yes
0,0,0,0,21,F,Grand Theft in the 3rd Degree,Less than 25,Female,Black,Yes
0,0,0,1,39,M,Battery,25 - 45,Male,Other,No
0,0,0,0,59,F,Possession of Cocaine,Greater than 45,Male,White,No
0,0,0,2,38,M,arrest case no charge,25 - 45,Male,Black,Yes
0,0,0,0,42,M,Battery,25 - 45,Female,Black,Yes
0,1,0,10,38,M,Possess Cannabis 1000FTSch,25 - 45,Male,Black,No
0,0,0,22,39,F,Possession of Cocaine,25 - 45,Female,Black,Yes
0,0,0,25,27,F,arrest case no charge,25 - 45,Male,Black,Yes
0,0,0,1,40,M,Battery,25 - 45,Male,Black,No
0,0,0,0,37,M,Susp Drivers Lic 1st Offense,25 - 45,Male,Black,No
0,0,0,3,37,F,"Poss3,4 Methylenedioxymethcath",25 - 45,Male,Black,No
0,0,0,3,46,M,Battery,Greater than 45,Male,Black,Yes
0,0,0,2,43,M,Battery,25 - 45,Male,Other,No
0,0,0,1,21,F,Robbery / No Weapon,Less than 25,Male,Black,No
0,0,0,1,26,F,Tampering With Physical Evidence,25 - 45,Male,Black,No
0,0,0,3,27,F,arrest case no charge,25 - 45,Male,Black,Yes
0,0,0,1,34,F,Child Abuse,25 - 45,Female,Other,No
0,0,0,4,25,M,Operating W/O Valid License,25 - 45,Male,Black,No
0,0,0,0,29,F,Aggravated Battery,25 - 45,Male,White,No
0,0,0,5,44,F,arrest case no charge,25 - 45,Male,White,No
0,1,0,9,24,M,Operating W/O Valid License,Less than 25,Male,Black,Yes
0,0,0,9,31,M,Battery,25 - 45,Male,Black,Yes
0,0,0,0,37,F,Forging Bank Bills/Promis Note,25 - 45,Male,White,No
0,0,0,1,30,M,Battery,25 - 45,Male,White,No
0,0,0,1,26,M,Battery,25 - 45,Male,Black,Yes
0,0,0,0,23,M,Battery,Less than 25,Male,Black,Yes
0,0,0,0,49,M,Battery,Greater than 45,Female,White,Yes
0,0,0,2,30,M,Possess Cannabis/20 Grams Or Less,25 - 45,Male,White,Yes
0,0,0,0,23,F,Aggravated Assault W/Dead Weap,Less than 25,Male,White,Yes
0,0,0,1,29,M,Battery,25 - 45,Female,Black,No
0,0,0,10,30,F,arrest case no charge,25 - 45,Male,Black,Yes
0,0,0,0,37,M,Contribute Delinquency Of A Minor,25 - 45,Male,Black,No
0,0,0,2,66,M,Viol Injunct Domestic Violence,Greater than 45,Male,White,No
0,0,0,1,30,M,Resist/Obstruct W/O Violence,25 - 45,Female,White,No
0,0,0,0,21,F,Carrying Concealed Firearm,Less than 25,Male,Black,No
0,0,0,1,19,F,Burglary Unoccupied Dwelling,Less than 25,Female,Black,Yes
0,0,0,11,54,F,Grand Theft (Motor Vehicle),Greater than 45,Male,Black,No
0,0,0,3,32,M,Battery on Law Enforc Officer,25 - 45,Female,Black,No
0,0,0,1,38,M,Reckless Driving,25 - 45,Male,White,Yes
0,0,0,1,49,M,Battery,Greater than 45,Male,Black,Yes
0,0,3,2,23,F,Carrying Concealed Firearm,Less than 25,Male,Black,Yes
0,0,0,8,31,F,Driving While License Revoked,25 - 45,Male,Black,Yes
0,0,0,0,25,F,Poss Counterfeit Payment Inst,25 - 45,Male,Black,Yes
0,0,0,1,27,F,"Poss3,4 Methylenedioxymethcath",25 - 45,Male,Other,No
0,0,0,0,40,M,Battery,25 - 45,Male,Black,No
0,1,0,14,30,F,Driving While License Revoked,25 - 45,Male,Black,Yes
0,0,0,6,32,F,Possession of Cannabis,25 - 45,Male,Black,Yes
0,0,2,9,28,M,Petit Theft,25 - 45,Male,White,No
0,0,0,0,59,M,Driving Under The Influence,Greater than 45,Female,White,No
0,1,0,5,31,F,arrest case no charge,25 - 45,Male,Other,No
0,0,0,1,24,F,Robbery W/Firearm,Less than 25,Male,Black,No
0,0,0,0,23,M,Possess Cannabis/20 Grams Or Less,Less than 25,Male,Other,Yes
0,0,0,1,34,F,arrest case no charge,25 - 45,Male,Black,No
0,0,0,2,47,M,Battery,Greater than 45,Male,White,No
0,1,0,23,35,F,Felony Petit Theft,25 - 45,Female,Black,Yes
0,0,0,1,23,F,Grand Theft in the 3rd Degree,Less than 25,Male,Black,Yes
0,0,0,3,31,M,Battery,25 - 45,Male,Other,Yes
0,0,0,2,47,F,Possession of Cocaine,Greater than 45,Male,White,No
0,0,0,4,67,M,Grand Theft in the 3rd Degree,Greater than 45,Male,Black,Yes
0,0,0,0,59,M,Driving Under The Influence,Greater than 45,Female,White,No
0,0,0,0,36,M,DUI - Enhanced,25 - 45,Male,Black,No
0,8,1,8,20,F,Driving While License Revoked,Less than 25,Male,Other,Yes
0,0,3,10,26,M,Driving License Suspended,25 - 45,Male,White,Yes
0,0,0,12,57,F,Possession of Cocaine,Greater than 45,Male,Black,No
0,0,0,0,37,M,Battery,25 - 45,Female,Other,No
0,0,0,8,37,F,Possession of Morphine,25 - 45,Male,Other,Yes
0,0,0,1,23,F,"Poss3,4 Methylenedioxymethcath",Less than 25,Male,White,No
0,0,0,0,48,F,Felony Battery (Dom Strang),Greater than 45,Male,Black,No
0,0,1,1,22,M,Viol Pretrial Release Dom Viol,Less than 25,Female,White,No
0,0,0,0,36,M,Driving Under The Influence,25 - 45,Male,White,No
0,0,0,3,24,M,Trespass Struct/Conveyance,Less than 25,Male,Black,Yes
0,0,0,1,35,M,Battery,25 - 45,Male,Black,No
0,0,0,3,33,F,arrest case no charge,25 - 45,Male,White,No
1,1,0,2,25,F,Possession Of Methamphetamine,25 - 45,Male,Black,Yes
0,1,0,3,22,F,arrest case no charge,Less than 25,Male,Black,No
0,0,0,0,24,F,Burglary Conveyance Unoccup,Less than 25,Male,Black,Yes
0,0,0,1,56,F,Fleeing Or Attmp Eluding A Leo,Greater than 45,Male,White,No
0,0,0,1,39,F,Possession of Cannabis,25 - 45,Male,Black,No
0,0,0,0,22,F,Burglary Dwelling Assault/Batt,Less than 25,Male,Other,Yes
0,0,0,1,22,M,Battery,Less than 25,Male,Black,Yes
0,0,0,0,62,F,Possession of Cannabis,Greater than 45,Male,White,No
0,0,0,4,46,F,Video Voyeur-<24Y on Child >16,Greater than 45,Male,White,No
0,0,0,20,29,F,Driving While License Revoked,25 - 45,Female,White,Yes
0,0,1,3,31,M,Driving Under The Influence,25 - 45,Male,White,Yes
0,0,0,1,35,F,False Imprisonment,25 - 45,Male,Black,No
0,0,0,1,47,M,Battery,Greater than 45,Male,White,No
0,0,0,2,25,F,Possession of Cocaine,25 - 45,Male,White,Yes
0,0,0,1,21,F,Pos Cannabis W/Intent Sel/Del,Less than 25,Male,Black,Yes
0,0,0,2,23,F,Aggravated Assault W/Dead Weap,Less than 25,Male,Black,Yes
0,0,0,0,52,M,Battery,Greater than 45,Male,Other,Yes
0,0,0,2,22,M,Viol Injunct Domestic Violence,Less than 25,Male,Black,Yes
1,0,0,1,20,F,arrest case no charge,Less than 25,Male,Black,Yes
0,0,0,1,29,F,arrest case no charge,25 - 45,Male,White,No
0,0,0,0,60,F,Battery on Law Enforc Officer,Greater than 45,Female,White,Yes
0,0,0,0,52,M,Battery,Greater than 45,Female,White,No
0,0,0,0,33,M,Simulation of Legal Process,25 - 45,Female,Black,No
0,0,0,1,30,M,Petit Theft $100- $300,25 - 45,Female,Other,No
0,0,0,1,45,F,Felony Battery (Dom Strang),Greater than 45,Male,White,Yes
1,0,0,21,34,M,Battery,25 - 45,Male,Black,Yes
0,0,0,1,47,M,Battery,Greater than 45,Male,Black,No
0,0,0,0,26,F,"Poss3,4 Methylenedioxymethcath",25 - 45,Male,Black,Yes
0,0,0,0,51,M,Driving Under The Influence,Greater than 45,Female,White,Yes
0,0,0,2,44,F,arrest case no charge,25 - 45,Male,Black,No
0,0,0,0,22,M,Battery,Less than 25,Female,White,No
0,0,0,7,51,F,Possession of Cocaine,Greater than 45,Female,Black,No
0,0,0,1,27,F,Felony Battery (Dom Strang),25 - 45,Male,Other,No
0,0,0,0,34,F,Poss Pyrrolidinovalerophenone,25 - 45,Female,White,Yes
0,0,0,0,24,F,Neglect Child / No Bodily Harm,Less than 25,Female,Other,No
