0.49,0.22,56.0,653.6841965,3.0,3.0,30.5,3.3,Yes,Female,White,Passed
-0.68,-0.2,62.0,829.473663,5.0,4.0,41.0,3.4,No,Male,White,Passed
-0.5,-0.81,61.0,683.157879,5.0,4.0,33.0,3.2,No,Female,White,Passed
-1.5,-1.31,52.0,701.0526155,4.0,3.0,33.5,3.3,No,Female,White,Passed
-0.06,0.45,68.0,819.473663,3.0,3.0,41.0,3.3,No,Female,White,Passed
1.77,2.16,69.0,921.052609,4.0,4.0,43.0,4.0,No,Female,White,Passed
-0.19,-0.38,68.0,691.0526155,2.0,4.0,33.5,3.2,No,Female,White,Passed
0.4,0.83,68.0,726.315771,3.0,5.0,37.0,3.0,No,Male,White,Passed
-1.07,-1.85,68.0,562.1052505,3.0,4.0,28.5,2.7,No,Female,White,Passed
-0.77,-1.16,68.0,558.421041,3.0,4.0,27.0,2.9,No,Female,Other,Passed
-0.35,0.1,67.0,780.526298,6.0,4.0,36.0,3.7,No,Male,White,Passed
0.33,0.47,63.0,753.68419,3.0,4.0,40.0,2.8,No,Male,White,Passed
-1.57,-1.03,68.0,809.473663,5.0,4.0,41.0,3.2,No,Male,White,Passed
-1.45,-1.67,66.0,631.0526155,3.0,3.0,33.5,2.6,No,Male,White,Failed_or_not_attempted
0.05,-0.86,69.0,607.8947235,3.0,3.0,29.5,3.0,No,Male,White,Passed
0.31,-0.01,65.0,704.736825,4.0,5.0,35.0,3.1,No,Female,White,Passed
-1.41,-1.25,54.0,694.736825,3.0,3.0,35.0,3.0,No,Female,White,Passed
-1.02,0.0,69.0,416.315784,1.0,4.0,18.0,2.9,No,Female,Black,Passed
-1.12,-1.29,67.0,647.368406,3.0,3.0,32.0,3.0,No,Male,White,Passed
-0.84,-0.54,68.0,716.3157709999999,4.0,1.0,37.0,2.9,No,Male,White,Passed
0.04,-0.25,66.0,607.8947235,4.0,4.0,29.5,3.0,No,Male,Other,Failed_or_not_attempted
-0.41,-0.8,69.0,763.68419,4.0,4.0,40.0,2.9,No,Male,White,Passed
1.04,1.79,49.0,796.315771,5.0,5.0,37.0,3.7,No,Female,White,Passed
-0.33,0.92,64.0,716.3157709999999,5.0,3.0,37.0,2.9,Yes,Male,White,Passed
-0.67,-0.55,69.0,849.473663,6.0,5.0,41.0,3.6,No,Female,White,Passed
-1.15,-0.9,68.0,762.105244,4.0,4.0,38.0,3.2,No,Male,White,Passed
0.0,0.0,64.0,826.842082,6.0,4.0,44.0,2.9,No,Male,White,Passed
-1.64,-1.74,69.0,691.578933,3.0,3.0,31.0,3.6,No,Male,White,Failed_or_not_attempted
0.88,0.75,69.0,682.105244,3.0,4.0,38.0,2.4,No,Male,White,Passed
0.64,0.27,68.0,767.894717,4.0,4.0,39.0,3.1,No,Female,White,Passed
-0.89,0.0,58.0,671.578933,3.0,3.0,31.0,3.4,No,Female,White,Failed_or_not_attempted
-1.11,-0.42,69.0,802.105244,3.0,4.0,38.0,3.6,No,Female,White,Passed
-0.47,-0.36,68.0,777.894717,4.0,4.0,39.0,3.2,No,Female,White,Passed
-0.34,-0.39,70.0,948.421028,6.0,3.0,46.0,3.8,No,Female,White,Passed
0.24,0.46,70.0,873.68419,4.0,3.0,40.0,4.0,No,Female,White,Passed
-0.56,-0.89,67.0,678.9473519999999,5.0,5.0,34.0,3.0,No,Male,White,Passed
-1.19,-1.45,68.0,599.4736695,6.0,3.0,31.5,2.6,No,Female,Black,Passed
0.41,1.24,69.0,718.9473519999999,3.0,3.0,34.0,3.4,No,Female,White,Passed
-0.21,-0.52,70.0,776.315771,2.0,2.0,37.0,3.5,No,Female,White,Passed
-0.57,-0.07,69.0,845.2631359999999,5.0,3.0,42.0,3.4,No,Female,White,Failed_or_not_attempted
-0.5,-0.83,69.0,845.2631359999999,4.0,3.0,42.0,3.4,No,Female,White,Passed
-0.65,0.13,62.0,839.473663,5.0,3.0,41.0,3.5,No,Male,White,Passed
-0.86,-2.02,66.0,855.263136,4.0,4.0,42.0,3.5,No,Male,White,Failed_or_not_attempted
0.74,0.57,47.0,623.157879,2.0,3.0,33.0,2.6,Yes,Male,White,Failed_or_not_attempted
-0.07,-0.27,67.0,748.947352,3.0,4.0,34.0,3.7,No,Female,White,Passed
0.8,0.87,60.0,859.473663,5.0,3.0,41.0,3.7,No,Female,White,Passed
-1.05,-1.37,57.0,631.578933,5.0,3.0,31.0,3.0,No,Female,Black,Passed
-1.01,0.0,57.0,655.78946,2.0,3.0,30.0,3.4,No,Female,White,Failed_or_not_attempted
0.69,0.43,63.0,939.999974,4.0,4.0,48.0,3.4,Yes,Male,White,Passed
0.81,1.13,68.0,780.526298,3.0,3.0,36.0,3.7,No,Female,White,Failed_or_not_attempted
-0.42,0.19,48.0,564.210514,1.0,3.0,28.0,2.8,No,Male,Other,Failed_or_not_attempted
-1.34,-1.56,64.0,450.5263071,4.0,3.0,22.7,2.5,No,Male,Other,Passed
0.6,0.44,65.0,752.105244,5.0,3.0,38.0,3.1,No,Female,Other,Passed
-1.09,-1.2,68.0,742.105244,5.0,4.0,38.0,3.0,No,Male,White,Passed
-1.79,0.0,63.0,644.736825,3.0,3.0,35.0,2.5,No,Female,White,Failed_or_not_attempted
-0.03,-0.2,69.0,767.894717,3.0,4.0,39.0,3.1,No,Male,Other,Passed
1.75,-0.54,58.0,623.157879,4.0,3.0,33.0,2.6,Yes,Male,White,Failed_or_not_attempted
-1.33,0.0,67.0,670.526298,3.0,4.0,36.0,2.6,No,Male,Other,Failed_or_not_attempted
1.37,0.93,67.0,846.842082,5.0,4.0,44.0,3.1,No,Male,White,Passed
-1.28,-0.77,61.0,700.526298,3.0,3.0,36.0,2.9,No,Male,White,Passed
-1.51,-1.2,69.0,588.4210410000001,3.0,4.0,27.0,3.2,No,Male,Black,Failed_or_not_attempted
-1.06,-1.15,69.0,875.263136,6.0,4.0,42.0,3.7,No,Female,White,Passed
0.06,-0.11,64.0,764.736825,4.0,3.0,35.0,3.7,No,Male,White,Failed_or_not_attempted
-0.29,0.41,70.0,655.78946,6.0,3.0,30.0,3.4,No,Female,Other,Passed
-0.6,0.85,69.0,924.210501,6.0,5.0,47.0,3.4,No,Female,White,Passed
0.0,0.0,62.0,647.368406,3.0,3.0,32.0,3.0,No,Female,Other,Failed_or_not_attempted
-0.29,-0.23,68.0,768.9473519999999,4.0,3.0,34.0,3.9,No,Male,White,Passed
-0.08,0.33,69.0,800.526298,5.0,4.0,36.0,3.9,No,Male,Other,Passed
0.0,0.0,54.0,748.947352,3.0,2.0,34.0,3.7,No,Male,White,Failed_or_not_attempted
-0.01,-0.88,68.0,705.2631425,3.0,4.0,32.5,3.5,No,Female,White,Passed
0.32,0.23,68.0,713.157879,3.0,4.0,33.0,3.5,No,Female,White,Passed
0.41,0.25,69.0,703.157879,3.0,4.0,33.0,3.4,No,Female,White,Passed
1.02,0.57,68.0,730.526298,4.0,4.0,36.0,3.2,No,Female,White,Passed
0.02,0.58,69.0,817.894717,4.0,4.0,39.0,3.6,No,Male,White,Passed
-1.79,0.0,64.0,506.842095,3.0,1.0,25.0,2.7,No,Female,Black,Failed_or_not_attempted
0.0,0.0,60.0,767.894717,4.0,4.0,39.0,3.1,No,Male,White,Failed_or_not_attempted
0.21,0.19,69.0,829.473663,4.0,5.0,41.0,3.4,No,Female,White,Passed
-1.79,0.0,69.0,692.105244,3.0,4.0,38.0,2.5,No,Male,Other,Failed_or_not_attempted
-0.62,-1.13,69.0,805.263136,3.0,3.0,42.0,3.0,No,Female,White,Failed_or_not_attempted
-1.78,0.0,68.0,765.263136,6.0,3.0,42.0,2.6,No,Female,Black,Failed_or_not_attempted
0.05,-0.55,69.0,659.4736695,2.0,5.0,31.5,3.2,No,Male,White,Passed
-1.35,-0.49,54.0,718.9473519999999,3.0,3.0,34.0,3.4,No,Male,White,Passed
0.16,-0.16,65.0,707.8947169999999,3.0,3.0,39.0,2.5,No,Female,White,Passed
-0.84,-2.02,35.0,635.78946,4.0,2.0,30.0,3.2,No,Male,White,Failed_or_not_attempted
-0.21,-0.63,68.0,715.2631425,3.0,4.0,32.5,3.6,No,Male,White,Passed
-0.4,-0.71,69.0,753.68419,2.0,4.0,40.0,2.8,No,Male,White,Passed
1.04,0.9,69.0,926.842082,3.0,4.0,44.0,3.9,No,Female,White,Passed
0.25,0.65,68.0,614.210514,2.0,3.0,28.0,3.3,No,Male,White,Passed
-0.7,-0.87,67.0,843.6841900000001,3.0,4.0,40.0,3.7,No,Male,White,Passed
0.99,-0.1,56.0,548.421041,3.0,4.0,27.0,2.8,Yes,Male,White,Failed_or_not_attempted
-0.52,-0.05,65.0,704.736825,3.0,2.0,35.0,3.1,No,Male,White,Passed
-0.67,-0.69,55.0,540.5263044999999,5.0,2.0,26.5,2.8,Yes,Male,White,Passed
0.82,0.47,68.0,896.842082,6.0,4.0,44.0,3.6,No,Male,White,Passed
1.98,2.52,71.0,932.631555,4.0,3.0,45.0,3.8,No,Female,White,Passed
1.45,1.0,63.0,753.68419,4.0,4.0,40.0,2.8,No,Male,White,Passed
-0.72,-1.05,70.0,936.842082,5.0,3.0,44.0,4.0,No,Male,White,Passed
-0.2,-0.58,56.0,743.6841900000001,5.0,4.0,40.0,2.7,Yes,Male,White,Failed_or_not_attempted
1.2,0.91,63.0,673.68419,3.0,5.0,40.0,2.0,No,Male,White,Passed
-0.34,-0.9,68.0,678.9473519999999,6.0,4.0,34.0,3.0,No,Male,Other,Passed
0.86,0.68,69.0,936.842082,6.0,3.0,44.0,4.0,No,Female,White,Passed
-0.71,-0.88,69.0,740.526298,4.0,4.0,36.0,3.3,No,Female,White,Passed
1.22,0.71,67.0,647.368406,1.0,4.0,32.0,3.0,No,Male,Black,Passed
0.0,0.0,65.0,619.999987,6.0,4.0,29.0,3.2,No,Male,Other,Passed
-0.13,-0.48,61.0,724.736825,4.0,2.0,35.0,3.3,No,Female,White,Passed
-0.44,-1.26,64.0,562.631568,5.0,2.0,26.0,3.1,No,Male,Other,Passed
-2.7,0.0,68.0,589.9999869999999,4.0,2.0,29.0,2.9,No,Female,Other,Failed_or_not_attempted
-1.72,-1.85,66.0,643.6841965,2.0,4.0,30.5,3.2,No,Male,White,Failed_or_not_attempted
1.05,1.35,59.0,638.947352,3.0,3.0,34.0,2.6,Yes,Male,White,Passed
0.04,-0.42,62.0,615.78946,2.0,3.0,30.0,3.0,No,Male,Black,Passed
0.0,0.0,63.0,737.3684059999999,4.0,4.0,32.0,3.9,No,Male,White,Failed_or_not_attempted
0.3,-0.39,69.0,716.3157709999999,3.0,3.0,37.0,2.9,Yes,Female,White,Passed
-1.45,-1.09,69.0,827.894717,3.0,3.0,39.0,3.7,No,Female,White,Passed
1.37,1.43,68.0,714.736825,5.0,4.0,35.0,3.2,No,Male,White,Passed
-0.81,-0.82,68.0,606.842095,1.0,4.0,25.0,3.7,No,Male,Other,Failed_or_not_attempted
0.37,0.62,69.0,718.9473519999999,3.0,3.0,34.0,3.4,No,Female,White,Passed
-0.41,-0.93,68.0,673.6841965,3.0,3.0,30.5,3.5,No,Female,White,Passed
0.0,0.0,51.0,473.684203,1.0,4.0,21.0,3.0,No,Male,White,Failed_or_not_attempted
-0.72,1.61,68.0,786.315771,4.0,1.0,37.0,3.6,No,Male,White,Passed
0.0,0.0,66.0,772.105244,3.0,3.0,38.0,3.3,No,Male,White,Passed
0.86,0.65,68.0,875.263136,4.0,4.0,42.0,3.7,No,Female,White,Passed
0.1,-0.03,69.0,847.8947169999999,6.0,3.0,39.0,3.9,No,Female,White,Passed
-0.45,-0.37,66.0,789.473663,3.0,5.0,41.0,3.0,No,Male,White,Passed
1.91,2.02,67.0,746.315771,3.0,3.0,37.0,3.2,No,Male,White,Passed
-1.79,-1.77,70.0,601.578933,3.0,3.0,31.0,2.7,No,Female,Black,Passed
0.89,1.06,69.0,969.999974,5.0,5.0,48.0,3.7,No,Male,White,Passed
-0.9,-0.77,69.0,618.9473519999999,2.0,3.0,34.0,2.4,No,Female,White,Passed
1.37,0.85,63.0,589.4736721,5.0,3.0,27.7,3.1,No,Male,White,Passed
0.12,0.24,64.0,862.6315549999999,4.0,4.0,45.0,3.1,No,Female,White,Passed
-0.22,0.1,69.0,754.736825,4.0,4.0,35.0,3.6,No,Female,Other,Passed
-1.44,-1.65,28.0,731.578933,3.0,3.0,31.0,4.0,No,Male,White,Passed
0.0,0.2,66.0,756.3157709999999,3.0,4.0,37.0,3.3,Yes,Female,White,Passed
-1.04,-1.0,69.0,653.157879,2.0,5.0,33.0,2.9,No,Female,Other,Passed
-0.72,-0.19,67.0,797.8947169999999,4.0,4.0,39.0,3.4,No,Male,White,Passed
0.0,0.0,67.0,916.842082,6.0,4.0,44.0,3.8,No,Female,Other,Passed
-2.68,0.0,69.0,730.526298,4.0,3.0,36.0,3.2,No,Male,White,Failed_or_not_attempted
-1.57,-0.79,63.0,825.263136,4.0,2.0,42.0,3.2,No,Male,White,Passed
-0.29,-0.53,63.0,862.6315549999999,3.0,2.0,45.0,3.1,No,Female,White,Passed
0.18,0.32,62.0,821.052609,4.0,3.0,43.0,3.0,No,Female,White,Passed
-0.11,0.0,62.0,609.999987,5.0,3.0,29.0,3.1,Yes,Male,Black,Failed_or_not_attempted
-0.38,-0.45,64.0,669.4736694999999,3.0,3.0,31.5,3.3,No,Male,Other,Passed
0.67,0.32,68.0,875.263136,5.0,5.0,42.0,3.7,No,Male,White,Passed
-0.59,-0.02,65.0,717.894717,6.0,4.0,39.0,2.6,No,Male,White,Passed
-0.32,-0.43,69.0,724.736825,4.0,3.0,35.0,3.3,No,Female,White,Passed
0.0,0.0,45.0,704.736825,3.0,4.0,35.0,3.1,No,Female,White,Failed_or_not_attempted
0.0,0.0,68.0,720.526298,3.0,3.0,36.0,3.1,No,Female,White,Failed_or_not_attempted
0.16,0.4,67.0,733.6841900000001,3.0,3.0,40.0,2.6,No,Female,White,Failed_or_not_attempted
1.89,1.79,66.0,884.210501,3.0,4.0,47.0,3.0,No,Female,White,Passed
-0.21,-0.26,67.0,792.105244,4.0,4.0,38.0,3.5,No,Male,White,Passed
-0.31,-0.25,68.0,604.210514,2.0,3.0,28.0,3.2,No,Male,White,Passed
0.79,-0.06,69.0,908.421028,5.0,2.0,46.0,3.4,No,Female,White,Passed
-0.43,-0.87,66.0,625.78946,3.0,3.0,30.0,3.1,No,Female,White,Failed_or_not_attempted
-0.45,-0.05,66.0,663.157879,5.0,4.0,33.0,3.0,No,Female,White,Passed
0.0,0.0,61.0,754.736825,4.0,3.0,35.0,3.6,Yes,Female,White,Failed_or_not_attempted
0.18,0.0,69.0,809.473663,4.0,5.0,41.0,3.2,No,Male,White,Failed_or_not_attempted
0.0,0.0,69.0,859.473663,4.0,2.0,41.0,3.7,No,Male,White,Failed_or_not_attempted
-0.12,-0.33,65.0,815.263136,4.0,4.0,42.0,3.1,No,Female,White,Failed_or_not_attempted
0.12,0.22,69.0,724.736825,3.0,4.0,35.0,3.3,No,Male,White,Passed
-0.44,-0.91,67.0,718.9473519999999,5.0,4.0,34.0,3.4,No,Male,White,Passed
-1.5,-1.24,69.0,686.315771,3.0,4.0,37.0,2.6,No,Male,White,Passed
0.86,0.25,69.0,837.8947169999999,4.0,2.0,39.0,3.8,No,Male,White,Failed_or_not_attempted
-1.56,-1.46,68.0,593.157879,6.0,4.0,33.0,2.3,No,Female,White,Passed
0.32,0.07,69.0,865.263136,4.0,4.0,42.0,3.6,No,Female,White,Passed
0.0,0.0,69.0,756.8420885,3.0,3.0,34.5,3.7,No,Male,White,Passed
0.32,0.27,66.0,734.736825,6.0,3.0,35.0,3.4,No,Male,Other,Failed_or_not_attempted
-0.14,-0.66,69.0,713.157879,4.0,4.0,33.0,3.5,No,Female,Other,Passed
0.12,0.64,68.0,905.263136,6.0,4.0,42.0,4.0,No,Female,White,Passed
1.52,1.67,69.0,725.2631425,3.0,3.0,32.5,3.7,No,Female,White,Passed
-1.06,0.0,68.0,710.526298,5.0,4.0,36.0,3.0,No,Female,Other,Failed_or_not_attempted
0.66,0.76,59.0,796.842082,4.0,3.0,44.0,2.6,No,Male,White,Passed
-0.22,-0.71,67.0,712.105244,3.0,3.0,38.0,2.7,No,Male,White,Passed
1.14,1.63,67.0,959.999974,5.0,3.0,48.0,3.6,No,Female,White,Passed
-0.18,-0.53,64.0,671.578933,2.0,3.0,31.0,3.4,No,Male,White,Passed
-1.24,0.0,69.0,813.68419,4.0,3.0,40.0,3.4,No,Female,White,Failed_or_not_attempted
1.4,0.7,69.0,875.263136,5.0,4.0,42.0,3.7,No,Male,White,Passed
0.01,-0.89,67.0,614.210514,4.0,4.0,28.0,3.3,No,Male,White,Passed
-0.9,-0.89,67.0,809.473663,4.0,4.0,41.0,3.2,No,Female,White,Passed
0.17,0.51,51.0,634.210514,5.0,3.0,28.0,3.5,No,Male,White,Passed
-0.6,0.14,65.0,683.157879,3.0,4.0,33.0,3.2,Yes,Male,White,Failed_or_not_attempted
-0.79,0.0,65.0,455.263149,1.0,4.0,23.0,2.5,No,Male,Black,Failed_or_not_attempted
0.41,0.35,59.0,582.1052505,2.0,3.0,28.5,2.9,No,Female,White,Passed
1.41,0.86,69.0,675.2631425,3.0,4.0,32.5,3.2,No,Male,White,Passed
1.11,1.08,69.0,766.3157709999999,3.0,5.0,37.0,3.4,No,Male,White,Passed
0.02,0.31,54.0,779.473663,6.0,4.0,41.0,2.9,No,Male,White,Passed
-1.83,-2.07,68.0,575.78946,5.0,3.0,30.0,2.6,No,Female,Black,Failed_or_not_attempted
-2.54,-2.64,69.0,631.578933,6.0,1.0,31.0,3.0,No,Female,Black,Failed_or_not_attempted
0.99,1.39,62.0,856.842082,6.0,3.0,44.0,3.2,No,Female,White,Passed
-0.05,0.88,66.0,802.105244,3.0,4.0,38.0,3.6,No,Male,White,Passed
-1.52,-0.69,69.0,762.6315615,4.0,3.0,35.5,3.6,No,Female,White,Passed
0.67,0.61,68.0,740.526298,2.0,3.0,36.0,3.3,No,Female,White,Passed
-1.82,0.0,69.0,479.473676,3.0,4.0,22.0,2.9,No,Female,Black,Failed_or_not_attempted
1.55,2.03,63.0,640.526298,2.0,3.0,36.0,2.3,No,Male,White,Passed
-0.73,-0.58,69.0,696.315771,3.0,4.0,37.0,2.7,Yes,Male,White,Passed
-3.01,-2.97,61.0,502.631568,4.0,3.0,26.0,2.5,No,Male,Black,Failed_or_not_attempted
1.23,0.38,69.0,843.6841900000001,6.0,5.0,40.0,3.7,No,Male,White,Passed
1.97,2.19,60.0,772.105244,4.0,2.0,38.0,3.3,No,Female,White,Passed
-0.44,-0.09,68.0,625.78946,2.0,3.0,30.0,3.1,No,Male,White,Passed
-0.54,-0.71,69.0,853.68419,4.0,3.0,40.0,3.8,No,Female,White,Passed
0.0,0.0,52.0,572.631568,4.0,5.0,26.0,3.2,No,Female,White,Failed_or_not_attempted
0.38,0.19,57.0,661.0526155,5.0,3.0,33.5,2.9,Yes,Female,White,Passed
0.67,0.18,69.0,918.421028,5.0,5.0,46.0,3.5,No,Male,White,Passed
0.83,0.29,67.0,734.736825,3.0,3.0,35.0,3.4,Yes,Female,White,Passed
-1.26,-1.88,60.0,645.78946,3.0,1.0,30.0,3.3,No,Female,White,Failed_or_not_attempted
-1.57,-1.83,68.0,823.68419,5.0,4.0,40.0,3.5,No,Male,White,Passed
-0.39,-0.53,69.0,740.526298,3.0,4.0,36.0,3.3,No,Female,White,Failed_or_not_attempted
-1.02,-1.79,69.0,612.1052505,3.0,1.0,28.5,3.2,No,Female,Other,Failed_or_not_attempted
0.03,-0.49,68.0,675.78946,5.0,3.0,30.0,3.6,No,Male,Other,Passed
-0.06,-0.3,68.0,589.9999869999999,1.0,3.0,29.0,2.9,No,Male,Black,Passed
0.58,0.05,61.0,713.157879,3.0,2.0,33.0,3.5,No,Female,White,Passed
0.5,0.16,66.0,720.526298,3.0,2.0,36.0,3.1,No,Female,White,Passed
-1.27,-0.76,69.0,613.157879,2.0,4.0,33.0,2.5,No,Female,White,Passed
-0.58,-0.16,69.0,721.578933,3.0,4.0,31.0,3.9,No,Female,White,Passed
-1.46,-1.34,49.0,631.578933,3.0,2.0,31.0,3.0,Yes,Male,Other,Failed_or_not_attempted
1.27,1.05,61.0,691.578933,3.0,4.0,31.0,3.6,No,Female,White,Passed
0.6,0.39,69.0,908.421028,6.0,4.0,46.0,3.4,No,Male,White,Passed
-0.3,0.04,64.0,779.473663,4.0,4.0,41.0,2.9,No,Male,White,Failed_or_not_attempted
-0.74,-1.18,63.0,609.999987,3.0,2.0,29.0,3.1,No,Male,Other,Passed
1.72,1.58,66.0,813.68419,4.0,5.0,40.0,3.4,No,Male,White,Passed
-1.64,-1.43,68.0,564.210514,4.0,5.0,28.0,2.8,No,Male,Other,Passed
-0.46,-0.42,67.0,635.78946,3.0,3.0,30.0,3.2,No,Female,White,Passed
0.23,0.26,69.0,823.68419,6.0,4.0,40.0,3.5,No,Male,White,Passed
0.01,0.58,67.0,841.052609,4.0,2.0,43.0,3.2,No,Male,White,Passed
0.36,0.63,67.0,710.526298,3.0,3.0,36.0,3.0,No,Female,White,Passed
-2.86,0.0,68.0,773.68419,4.0,4.0,40.0,3.0,No,Male,Other,Failed_or_not_attempted
-0.55,-0.9,68.0,643.157879,3.0,3.0,33.0,2.8,No,Male,White,Passed
0.0,0.0,64.0,740.526298,5.0,3.0,36.0,3.3,Yes,Female,White,Passed
-0.81,-1.41,55.0,737.8947169999999,3.0,4.0,39.0,2.8,No,Female,White,Failed_or_not_attempted
-1.41,-1.0,68.0,777.894717,4.0,3.0,39.0,3.2,No,Female,White,Passed
-1.11,-1.42,62.0,627.3684059999999,3.0,4.0,32.0,2.8,No,Male,Black,Passed
1.6,1.55,68.0,916.842082,6.0,3.0,44.0,3.8,No,Female,White,Passed
-0.4,0.28,69.0,683.157879,3.0,3.0,33.0,3.2,No,Female,White,Passed
-0.18,-0.56,68.0,886.842082,5.0,4.0,44.0,3.5,No,Female,White,Passed
0.09,-0.01,69.0,760.526298,4.0,3.0,36.0,3.5,No,Female,White,Passed
0.01,-0.55,62.0,777.894717,3.0,3.0,39.0,3.2,No,Male,White,Passed
-1.01,-0.87,69.0,855.263136,4.0,5.0,42.0,3.5,No,Male,White,Passed
-1.4,-1.2,69.0,861.052609,5.0,3.0,43.0,3.4,No,Female,White,Passed
-0.29,-0.48,63.0,681.578933,4.0,4.0,31.0,3.5,No,Female,White,Passed
0.01,0.04,67.0,724.736825,3.0,4.0,35.0,3.3,No,Female,Other,Passed
-0.54,-0.37,40.0,747.8947169999999,3.0,2.0,39.0,2.9,Yes,Female,White,Passed
-0.29,-0.54,69.0,627.3684059999999,3.0,3.0,32.0,2.8,No,Male,Black,Passed
1.22,1.03,69.0,789.473663,3.0,4.0,41.0,3.0,No,Female,White,Passed
1.37,1.34,69.0,827.894717,5.0,4.0,39.0,3.7,No,Male,White,Passed
0.51,-0.39,69.0,693.157879,5.0,2.0,33.0,3.3,No,Male,Other,Passed
0.55,-0.21,69.0,728.9473519999999,3.0,3.0,34.0,3.5,No,Male,White,Passed
-0.86,-0.58,67.0,638.947352,2.0,5.0,34.0,2.6,No,Female,White,Failed_or_not_attempted
0.2,0.13,68.0,766.3157709999999,3.0,3.0,37.0,3.4,No,Male,White,Passed
-1.06,-1.97,70.0,494.210514,3.0,3.0,28.0,2.1,No,Female,Black,Failed_or_not_attempted
1.59,1.84,67.0,722.105244,2.0,3.0,38.0,2.8,No,Female,White,Failed_or_not_attempted
1.09,1.68,65.0,698.947352,3.0,3.0,34.0,3.2,No,Male,White,Passed
-0.2,-0.98,48.0,623.157879,3.0,4.0,33.0,2.6,No,Female,White,Passed
0.86,0.72,60.0,766.3157709999999,2.0,2.0,37.0,3.4,No,Male,White,Passed
-0.48,0.57,69.0,802.105244,3.0,3.0,38.0,3.6,No,Female,White,Passed
0.02,0.28,59.0,483.1578855,1.0,3.0,23.5,2.7,No,Male,Black,Passed
-0.16,-0.13,68.0,797.8947169999999,5.0,4.0,39.0,3.4,Yes,Male,White,Failed_or_not_attempted
1.7,1.51,66.0,859.473663,3.0,2.0,41.0,3.7,No,Female,White,Passed
